Job Title,Salary Estimate,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$84K - $177K (Glassdoor est.),"This is a fully remote role

Ayasdi is breaking new ground in enterprise AI and is looking for data scientists to join our teams in UK or US (remote). We have a unique approach combining advanced unsupervised and supervised, and semi-supervised techniques to solve hard problems in Anti Money Laundering, Fraud, Trade Surveillance, and other FinCrime. You will learn and apply cutting-edge machine learning techniques developed by Ayasdi. Additionally, you will be contributing to the further advancement of Ayasdi technology through rigorous research and development. As part of a growing team, you will deploy our technology to help our customers solve their biggest and most impactful problems whether it be discovering the sinister Unknown Unknown’s evading their detection systems or reducing the False Positive rate of existing surveillance systems. We combine the rapid agility of a start-up with the financial backing of the world’s largest private AI fund (Symphony AI). At Ayasdi your contribution will make a difference to the world. Join us now.",Ayasdi,3.9,"Houston, TX",-1,-1,-1,-1,-1,-1
Data Scientist,-1,"Data Scientist – Machine Learning
Overview
Ascend Innovations is looking for a Data Scientist to join our growing team and join our Machine Learning focused Data Science team at Ascend. We're a scrappy team of account/project managers, engineers, data scientists and UX-ers, and we need someone who is skilled at machine learning development and deployment. You'll be joining a growing team of Data Scientists and Analysts at Ascend – so you'll have an opportunity to make a significant impact on our capability and growing Data Science strategy.
As a Data Scientist, you'll support data driven products, projects, and services that enable community health organizations to better serve the most vulnerable populations. We work with clients ranging from recovery boards to hospice organizations, to grass root community health programs focused on important initiatives such as reducing infant mortality and the impact of mental health & substance use disorder in our communities.",Ascend Innovations,3.4,Remote,-1,-1,-1,-1,-1,-1
DATA SCIENTIST_ W2 only,Employer Provided Salary:$40 - $50 Per Hour,"DATA SCIENTIST
Hartford, CT (*100% REMOTE)*
12 months
Note: Need only visa independent W2 consultant only
Core requirements:
*
Will be helping in laying the framework for future AI/ML capabilities
Extract text and formatting from various file types including PDF, TXT and DOC",ANB Sourcing LLC,-1.0,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,-1,"Mission
The Machine Learning (ML) Practice team is a highly specialized customer-facing data science team at Databricks. We deliver professional services engagements to help our customers build, scale, and optimize ML pipelines, as well as teach courses on distributed ML & deep learning (DL). We work cross-functionally to shape long-term strategic priorities and initiatives alongside engineering, product, and developer relations, as well as support internal subject matter expert (SME) teams. We view our team as an ensemble - we look for individuals with strong, unique specializations to improve the overall strength of the team. This team is the right fit for you if you love working with customers, teammates, and fueling your curiosity for machine learning.
The impact you will have:",Databricks,4.8,Remote,-1,-1,-1,-1,-1,-1
Jr Data Scientist,-1,"Jr Data Scientist
GENERAL JOB DESCRIPTION
As a Data Scientist, you will work on the Analytics Team to support CMS’ Post-Acute Care Quality Reporting Program’s quarterly/annual reporting, monitoring & evaluation, and ad-hoc analytic needs.
RESPONSIBILITIES
Work with lead and senior analysts to implement solutions to key business problems, as identified by CMS and other stakeholders.
Synthesize and process large datasets from multiple data sources with CCSQ’s SAS Viya Environment.",CORMAC,3.4,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,-1,"TITLE
Data Scientist
LOCATION
Working Remote USA
REPORTS TO
Manager, Data Science
POSITION SUMMARY
Are you curious by nature? Do you like to dive into data to solve problems with innovative solutions? Are you passionate about uncovering meaningful patterns in data that leads to executable insights and recommendations? Are you looking for collaborative Data Science team with growth opportunity? If so, The JM Smucker Co. is looking for you and it’s time to join our team!
As a Data Scientist, you will be responsible for collaborating with business stakeholders, Data Scientists, and Data Engineers and solving business problems by leveraging data mining, Statistics, Machine Learning and Smucker’s business knowledge. Additional responsibilities will include advancing relevant, informative, and user-friendly insights to help inform and influence strategic decisions across all our businesses. Moreover, be ready to challenge yourself and continuously improve Data Science skills by leveraging internal and external development opportunities for your growth.",The J. M. Smucker Company,3.6,Remote,-1,-1,-1,-1,-1,-1
Data Scientist (US Remote),-1,"We are a Series D company that creates software solutions that combine lean principles, predictive and prescriptive analytics, and machine learning to transform hospital and infusion center operations. More than 125 health systems and ~500 hospitals across 42 states rely on our award-winning products to increase patient access, decrease wait times, and reduce healthcare delivery costs. We have raised more than $250 million from top-tier investors such as Insight Partners and Goldman Sachs. We have been named among the top 100 AI companies in the world.
*_
Please note that while this role is listed as available for remote, we are currently employing in the following states: AK, AZ, CA, CO, FL, GA, IL, IN, MA, MD, MI, MO, NH, NC, OH, PA, SC, TX, UT, VA, WA, WI. If your state is not listed, we may not be able to proceed with your application. We have offices in Santa Clara, CA and Charlotte, NC for employees who prefer to work regularly or occasionally from an office._*",LeanTaaS,4.0,Remote,-1,-1,-1,-1,-1,-1
Research Data Scientist I,$62K - $101K (Glassdoor est.),"Eight Sleep is the first sleep fitness company. At Eight Sleep we design products at the forefront of sleep innovation. Our mission is to make people’s sleep count for more, using innovative technology, detailed design, and proven science and data to personalize and improve each night for everybody—changing the way people sleep forever and for better.
We've just launched our temperature-regulated smart bed, the Pod. It's an absolute game changer, improving people's health and happiness by changing the way they sleep. Early feedback is great, but we still have a long way to go toward achieving our mission. Backed by leading Silicon Valley investors including Valor Equity Partners ,Founders Fund, Khosla Ventures and Y Combinator, we’ve raised over $150 million (Series C) to date. We were recognized as one of Fast Company’s Most Innovative Companies in Consumer Electronics in 2018.
That is why Eight Sleep is looking for a hands-on, research-oriented Data Scientist I to help optimize data workflows for research studies and uncover insights from our large datasets. You will work closely with software engineers, data scientists, algorithm developers, and the clinical research coordinator at Eight Sleep, to manage the data collected from multiple sources during studies and create an optimal data workflow that streamlines data collection and algorithm development efforts. Data will come from multiple sensors, ground truth devices, and surveys from studies spanning a range in size and complexity. You will be responsible for ensuring data quality for all research studies, setting up data workflows that follow HIPAA guidelines and good clinical practices, and performing statistical analyses for ongoing data collections and completed studies that will be used to drive feature insights & algorithm development, and used for white papers and peer-reviewed publications. This role will report to the Director of Science & Clinical Research at Eight Sleep, on the Research & Development team.",Eight Sleep,4.7,"Boston, MA",-1,-1,-1,-1,-1,-1
Data Scientist,$76K - $149K (Glassdoor est.),"Do you want to be a data science superhero?

At GeoComply, our mission is to empower the future of digital trust. We operate at the center of a new generation of cybersecurity companies, leveraging today's geolocation data to make better risk-based decisions. Working as a critical piece of the security infrastructure for some of the world’s largest tech companies like DraftKings, FanDuel, the BBC and Akamai, we are the global market-leader for compliance-grade geolocation data and a critical piece of the decision engine. We have big plans in the next few years, including a targeted US IPO and various M&A opportunities.

At the heart of it all is people - we are deeply committed to creating and sustaining a world-class experience for our employees, customers, and partners.",GeoComply,4.6,"New York, NY",-1,-1,-1,-1,-1,-1
"CO-OP, DATA SCIENCE",$67K - $167K (Glassdoor est.),"INTERNS
CO-OP, DATA SCIENCE
Somerville, Massachusetts, United States of America

SPEED & SPIRIT is what we look for in our candidates, defined by some simple values that inspire us to BE DRIVEN in our performance, BE VIBRANT in our sporting legacy, BE TOGETHER in our team spirit, and BE YOU to let our individual talent and experience shine. Applying for a job at PUMA is easy and all genders are welcome. Simply click APPLY ONLINE and follow the steps to upload your application.
YOUR MISSION",PUMA,4.0,"Somerville, MA",-1,-1,-1,-1,-1,-1
Data Scientist,$87K - $160K (Glassdoor est.),"Who We Are:
Apixio is advancing healthcare with data-driven intelligence and analytics. Our Artificial Intelligence platform gives organizations across the healthcare spectrum the power to mine clinical information at scale, creating novel insights that will change the way healthcare is measured, care is delivered, and discoveries are made.
About the role:
We are looking for a motivated data scientist to improve our industry leading algorithms in risk adjustment and help us evolve our products and models to the next level in performance. This is a critical role where the right candidate will have the ability to lead the way in developing novel models that solve a wide range of problems in the healthcare industry. High achievers in this role have the opportunity to increase efficiency of the healthcare system, assist physicians in their practices, and touch the lives of millions of patients.",Apixio,4.7,"San Mateo, CA",-1,-1,-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$70K - $75K,"LGL Technologies is looking for Data Scientist with below skills
4 Yrs Exp in Data Scientist
Excellent Communication skills
Good understanding of the Machine Learning Model Development and Deployment Lifecycle
Hands-on experience of building and serving ML solutions
Strong technical skills in following key stack:
Python, R, PySpark or Julia
RDBMS – Snowflake, MySQL, Oracle or SQLServer",LGL Technologies,-1.0,Remote,-1,-1,-1,-1,-1,-1
Data Scientist - TikTok US - Tech Services,$83K - $196K (Glassdoor est.),"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity, celebrate individuality and bring people together. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The Data Analytics team of the US Tech Service department at TikTok is responsible for building high-quality and timely data solutions for the business as the single source of truth and for building easy-to-use and scalable data products to support business growth. You will have the exciting opportunity to:

Design and monitor core metrics; understand root causes of metric movements
Design and build advanced analytical solutions and products to deliver superior business outcomes using research and performing quantitative and qualitative analysis
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.

TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com",TikTok,3.6,"Los Angeles, CA",-1,-1,-1,-1,-1,-1
Data Scientist 100% Remote,Employer Provided Salary:$110K - $130K,"Data Scientist
Salary range of $110,000 to $130,000 is based on technical experience and technical interview.
Location- 100% Remote
Seeking an experienced, results-oriented, mission-driven Data Scientist who possesses knowledge of appropriate data sources to address the specific requirements of projects for data modeling. Understand business requirements and translating into technical work. Design and implement features in collaboration with team engineers, product owners, data analysts, and business partners using Agile / Scrum methodology.
Responsibilities",Fathom Management LLC,2.0,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,-1,"Data Scientist
Powur PBC
As the first 100% cloud-based solar energy provider, Powur is the fastest-growing national residential solar company. With more than a 1,000% year-over-year growth in 2020, a spot of 61 on the Inc 5000 list in 2021, and two record-breaking crowdfunding rounds in 2017 and 2021, Powur is poised to continue to break records as we help homeowners choose clean, reliable energy and empower our sales professionals and installers to thrive in the solar industry leveraging our innovative platform. We attribute our growth directly to our team. We consistently hire dynamic, innovative, and hard-working people who work tirelessly in support of our mission to accelerate the adoption of clean energy worldwide.
We are seeking a Data Scientist to join our team and provide data-driven insights, reports, models, and products to accelerate our mission.",Powur PBC,3.8,Remote,-1,-1,-1,-1,-1,-1
"Data Scientist, US (Remote)",$81K - $170K (Glassdoor est.),"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Governance and Experience team strives to build a worry-free shopping journey for our users on TikTok. We provide a trustworthy e-commerce experience by (1) eliminating malicious sellers, (2) ensuring listings are policy compliant, (3) ensuring users receive authentic products in the condition they expect, and (4) in the rare chance the order experience does not meet customer expectations, we make things right by providing hassle-free solutions.


Develop scientific metrics to measure success of E-Commerce governance and experience team.


TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.

TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at zoe.louie@bytedance.com",Andela - Third Party Job Board Only Postings,3.6,"New York, NY",-1,-1,-1,-1,-1,-1
Clinical Data Scientist,$83K - $140K (Glassdoor est.),"Introduction
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.

Your Role and Responsibilities
Job Description: As the Clinical Data Science Lead at Watson Health you will be expected to apply your clinical knowledge and data analytic skills to design, prototype, and develop novel ways to understand, interpret and gain insights from healthcare administrative data, medical records, and patient-generated data. The Clinical Data Scientist will contribute to meaningful projects of diverse scope and complexity, applying his/her skills in computer science, information theory, data summarization, and visualization to gain and provide insights onto ways to enhance clinical decisions and healthcare delivery. The Clinical Data Scientist will lead with his/her expertise in translating medical practice into analytics methods and will be the sought-after resource to communicate with development experts, sales, marketing, and product management staff, and with our clients. The Clinical Data Scientist will be exposed to business operations and work cross functionally with other departments in the organization to ensure work meets high quality clinical standards, and to contribute to steer organization’s strategic directions.




:",IBM,4.1,"Cambridge, MA",-1,-1,-1,-1,-1,-1
Data Scientist,$86K - $170K (Glassdoor est.),"Why Join Us
User Interviews is a fully remote team (even in the before times). We are proactive about staying connected to one another despite not sharing the same physical space. Remote culture is real and we care about it—a lot.
We're a team of doers. You'll be fully supported by your manager and team, but there won't be anyone peering over your shoulder. You'll be expected and trusted to take ownership of your work, and to communicate clearly and transparently with your distributed teammates.
On a related note, we're very pro-feedback. From our users, of course. But also from each other. From individual contributors right up to the CEO, this is a team that is genuinely committed to continuous improvement.",User Interviews,4.7,"Brooklyn, NY",-1,-1,-1,-1,-1,-1
Associate Data Scientist (Remote),-1,"You are a driven and motivated problem solver ready to pursue meaningful work. You strive to make an impact every day & not only at work, but in your personal life and community too. If that sounds like you, then you've landed in the right place.
Online Job Posting
The Hartford seeks energetic and passionate data science talent to build and create best in class data science teams. Our Data science team has developed industry-leading capabilities, driving streamlined processes and smarter decision making. We support a variety of functions including Actuarial, Product, Underwriting and Sales. Join our team as a Data Scientist to improve our view of segmentation through research of new features and techniques. The areas of our work ranges across a wide range of business use cases including but not limited to underwriting, claims, operations, risk engineering, third party data and digital analytics. Our team’s focus is to develop analytic and predictive modeling solutions and partner with our data engineers to generate and enhance existing feature engineering as well as modeling assets and abilities.





72,800-109,200
Assoc Data Scientist - GD08BE",The Hartford,4.0,"Charlotte, NC",-1,-1,-1,-1,-1,-1
Data Scientist,$104K - $205K (Glassdoor est.),"Looking for a company that inspires passion, courage and creativity, where you can be on the team shaping the future of global commerce? Want to shape how millions of people buy, sell, connect, and share around the world? If you’re interested in joining a purpose driven community that is dedicated to crafting an ambitious and inclusive work environment, join eBay – a company you can be proud to be with.
Want to help shape the future of global commerce? Improve as a data scientist? Work on interesting projects with high business impact? Join the eBay Shipping Science team.
Here are some of the problems we are working on:
Using machine learning to determine item delivery dates, shipping recommendations, package weight and dimensions",eBay Inc.,4.1,"Bellevue, WA",-1,-1,-1,-1,-1,-1
Data Scientist,$81K - $129K (Glassdoor est.),"The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As an aspiring data scientist, you know you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you see data scientists turning data into actions and you want to be part of the team.
We have an opportunity for you to develop your analytical skills and establish your career in data science. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone analytic challenge, and support to place you on your first data science project. You’ll learn how to write scripts to integrate data, conduct exploratory data analysis to discover hidden trends, apply machine learning to train predictive models, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers that inform decisions. Equipped with the foundational data science skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical national security missions. Embrace the challenge and join us in driving change through data science.",Booz Allen Hamilton,4.2,"Arlington, VA",-1,-1,-1,-1,-1,-1
Data Scientist,$84K - $150K (Glassdoor est.),"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.",Visa,4.0,"Highlands Ranch, CO",-1,-1,-1,-1,-1,-1
Data Scientist,-1,"Work Styles at Zoom
In most cases, you will have the opportunity to choose your preferred working location from the following options when you join Zoom: in-person, hybrid or remote. Visit this page for more information about
Zoom's Workstyles
.
About Us
Zoomies help people stay connected so they can get more done together. We set out to build the best video product for the enterprise, and today help people communicate better with products like Zoom Contact Center, Zoom Phone, Zoom Events, Zoom Apps, Zoom Rooms, and Zoom Webinar.
We’re problem-solvers, working at a fast pace to design solutions with our customers and users in mind. Here, you’ll work across teams to deliver impactful projects that are changing the way people communicate and enjoy opportunities to advance your career in a diverse, inclusive environment.
#LI-Remote","Zoom Video Communications, Inc.",4.3,Remote,-1,-1,-1,-1,-1,-1
Lead Threat Data Scientist,$95K - $189K (Glassdoor est.),"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy.

Building a world where people can safely discover, create and connect.

The Trust & Safety team at TikTok helps ensure that our global community is safe and empowered to create and enjoy content across all of our applications.

We are seeking an experienced Lead Threat Data Scientist with an investigative and adversarial mindset to help us identify our gaps before nefarious actors beat us to it. You will be using your subject matter expertise in technical feature abuse to data mine threat actor abuse tactics, develop predictive models of feature abuse, and analyze proposed features to identify existing or projected exploits of product features by threat actors. The Lead Threat Data Scientist will build out a vertical of the Product Exploitation Hunt Team, conduct feature investigations and proactive threat assessments in priority areas that may include livestream, monetization, effects, and new feature launches. The work of the Product Hunt team is critical to TikTok user safety, and the lead threat data scientist will have the opportunity to identify and mitigate the most harmful threats targeting the platform and our users.

What will I be doing?
What should I bring with me?


Our mission is to inspire creativity and bring joy. TikTok is an inclusive platform built upon the foundation of creative expression. We encourage our employees and users to celebrate what makes them unique, while finding a community that does the same.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at Recruiting.Corp@tiktok.com.",TikTok,3.6,"New York, NY",-1,-1,-1,-1,-1,-1
Data Scientist,$90K - $167K (Glassdoor est.),"BE PART OF A BANK LIKE NO OTHER.
When you work with the world's most innovative companies, you know you're making a difference.
Our clients are the game changers, leaders and investors who fuel the global innovation economy. They're the businesses behind the next medical breakthroughs. And the visionaries whose new technologies could transform the way people live and work.
They come to SVB for our expertise, deep network and nearly forty years of experience in the industries we serve, and to partner with diverse teams of passionate, enterprising SVBers, dedicated to an inclusive approach to helping them grow and succeed at every stage of their business.
Join us at SVB and be part of bringing our clients' world-changing ideas to life. At SVB, we have the opportunity to grow and collectively make an impact by supporting the innovative clients and communities SVB serves. We pride ourselves in having both a diverse client roster and an equally diverse and inclusive organization. And we work diligently to encourage all with different ways of thinking, different ways of working, and especially those traditionally underrepresented in technology and financial services, to apply.",Silicon Valley Bank,4.2,"Tempe, AZ",-1,-1,-1,-1,-1,-1
Data Scientist (Remote),-1,"Role Summary:
Data Scientists at Sensor Tower are hybrid data scientists and software engineers. You would take data all the way from doing initial analysis to building data pipelines to final model implementation and monitoring. Data Scientists take full ownership of the back-end of the products they’re working on.

We are looking for a hands-on thinker to help harvest new insights from our constantly growing foundation of quantitative information collected from the mobile app ecosystem.

We are a remote first company and at this time are only able to hire folks who reside in the following states: California, Colorado, Florida, Iowa, Massachusetts, Illinois, New Mexico, New York, Oregon, Texas and Washington.
What you will be focusing on",Sensor Tower,4.4,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$136K,"*US Citizen required*
Mandatory Technical Skills
Strong experience in leading a team in Exploratory Data Analysis & Insights Generation
Strong data and web analytical skills and working experience in same along with project management
Must have working experience in a Big data environment
Proficiency in Data Science workflow (ETL, EDA, Feature Engineering, DS Model Building and Model tuning, Data Validation, Model Implementation)
R and Python Languages
Data Visualization and Analysis",Comcentia,-1.0,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$83K - $152K (Glassdoor est.),"Your role and responsibilities
Your day is varied and fast paced. In the morning, you might find yourself deep into analysis of a possible market manipulation scheme, partnering with the team’s investigators to analyze trading records or prepare for on-the-record testimony. Later in the day, you could be pivoting to working with surveillance analysts on referrals of trading activity that may indicate an attempt to mark the close or other misconduct. You might also be partnering with the team’s attorneys working to discuss investigative strategy or recommendations. It is also possible that you will be coordinating with our counterparts at other regulators, including exchanges, FINRA and the SEC. And through it all, you bring your experience to bear, exercising good judgment in making meaningful and fair decisions that have real impact on our markets, firms and investors.
You will need the following skills and experience","Nasdaq, Inc.",3.9,"Rockville, MD",-1,-1,-1,-1,-1,-1
"Data Scientist, US",$79K - $151K (Glassdoor est.),"Who we are

Olink Proteomics is a rapidly growing life science company committed to advancing the understanding of human diseases through proteomics. We are dedicated to innovation, quality, rigor, and transparency, providing outstanding solutions and support for human protein biomarker discovery.
The vital role of proteins in understanding human biology has been recognized for many decades, but technological limitations severely restricted the comprehensive investigation of the huge number of proteins that could be important in different biological processes and diseases. With Olink, scientists can now simultaneously measure thousands of human proteins using just a few µL of blood sample, with highly specific, thoroughly validated assays that cover a very wide dynamic range (fg/mL to µg/mL).",Olink,3.3,"Waltham, MA",-1,-1,-1,-1,-1,-1
Data Scientist,$81K - $157K (Glassdoor est.),"FARFETCH exists for the love of fashion. Our mission is to be the global platform for luxury fashion, connecting creators, curators and consumers.
We're a positive platform for good, bringing together an incredible creative community made up by our people, our partners and our customers. This community is at the heart of our business success. We welcome differences, empower individuality and celebrate diverse skills and perspectives, creating an inclusive environment for everyone. We are FARFETCH for All.
DATA
We're a Data team that does it all: big data engineering, machine learning, and deep-dive analytics and insight. We're a diverse, global team who create Data solutions to provide an unrivalled customer experience. Whether it's churning gigabytes of ecommerce data, using AI to recommend the latest trends, or understanding our customers better than anyone else, we use data to promote FARFETCH's growth.",FARFETCH,4.2,"New York, NY",-1,-1,-1,-1,-1,-1
Jr. Data Scientist (Remote Eligible),$51K - $127K (Glassdoor est.),"Location
HQ
3500 S Clark Street
Arlington, VA 22202
Employment Type
Full-Time
Experience Level",Lidl US,3.1,"Arlington, VA",-1,-1,-1,-1,-1,-1
Data Scientist - US Decision Intelligence,-1,"Summary
Posted: Mar 9, 2022
Weekly Hours: 40
Role Number:200352690
Do you love solving big challenges that require especially creative solutions? Imagine what you could do here! At Apple, new insights have a way of becoming outstanding products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish! Apple’s Sales organization generates the revenue needed to fuel our ongoing development of products and services. This, in turn, enriches the lives of hundreds of millions of people around the world. We are, in many ways, the face of Apple to our largest customers. Apple's US Decision Intelligence (DI) team is looking for a dedicated individual who is passionate about crafting, implementing, and operating analytical solutions that have a direct and measurable impact on Apple Sales and its customers. As a US DI Data Scientist, you will employ predictive modeling, data visualization, and statistical analysis techniques to build end-to-end solutions for internal partners, demonstrating sales performance data, market data, programs, external data, etc. This role will operate in both capacities, to augment existing data solutions, as well as innovate and lead data science projects on the Region, crafting analytic experiences that simplify data into insights and catalyze decision making. Analytics is a team sport, and in your role, you will be a key to delivering insights that have a direct and measurable impact.",Apple,4.2,"Cupertino, CA",-1,-1,-1,-1,-1,-1
Data Scientist I,$109K - $183K (Glassdoor est.),"Come work at a place where innovation and teamwork come together to support the most exciting missions in the world!
Data Scientist 1
Remote FTE
Position Summary
F5 needs a talented Data Scientist to help us realize our goal of providing insightful data visualization and predictive analytics to help our customers and users understand and control their microservices. We offer a collaborative, dynamic early stage environment with a high performing team passionate about bringing a new product to the container and Microservice market. You will bring your knowledge, expertise and real passion for solving problems with data to innovate in all areas of our SaaS analytics and reporting platform. This starts with collecting rich data in the user’s environment, analyzing that data in the cloud, and surfacing the most meaningful information to end users.
As a member of our Data Science team, you will dive into our data and discover new and novel ways to expose previously unknown insights into our customer’s application health, security and performance. You will work to streamline our data collection and analysis systems demonstrating your strengths while developing experience in a new space and technology. Working closely with our Product Team, Engineers and UX Designers you will help our users get the insights and control they need.",f5,4.2,"San Jose, CA",-1,-1,-1,-1,-1,-1
Data Scientist I,$75K - $137K (Glassdoor est.),"Company Overview:
At Memorial Sloan Kettering (MSK), we’re not only changing the way we treat cancer, but also the way the world thinks about it. By working together and pushing forward with innovation and discovery, we’re driving excellence and improving outcomes. We’re treating cancer, one patient at a time. Join us and make a difference every day.

In compliance with applicable New York and New Jersey State regulatory authorities, COVID-19 vaccination (2 doses of either the Pfizer or Moderna vaccine or one dose of the Johnson & Johnson vaccine) is mandatory for all MSK employees, contingent workers, and volunteers. Exceptions are permitted for those employees who request and receive an approved medical or fully remote exemption.

Staff working at a MSK New Jersey location must be up to date with COVID-19 vaccination, which includes having completed the primary COVID-19 vaccination series and booster once eligible as mandated by New Jersey State. All New Jersey staff not yet eligible for a booster must receive a booster within 3 weeks of becoming eligible as a condition of continued employment at MSK.

Job Description:




Closing:",Memorial Sloan Kettering Cancer Center,4.0,"New York, NY",-1,-1,-1,-1,-1,-1
Data Scientist,$87K - $154K (Glassdoor est.),"Company Description
Butterfly Network's vision is to enable a world in which all people, everywhere, get the right care, driven by the right clinical decisions at the right time. We reinvented ultrasound technology by creating the world's first handheld, single-probe whole-body ultrasound system: the Butterfly iQ. This innovative technology reduces the cost of the traditional ultrasound system by miniaturizing it onto a single semiconductor silicon chip.
Butterfly harnesses the advantages of AI and cloud computing to deliver advanced imaging that is easy-to-use and built for the digital era. The Butterfly iQ and next-generation Butterfly iQ+ have received CE Mark and FDA clearance, and are being sold in hospitals and clinics around the globe.",Butterfly Network,3.2,"Burlington, MA",-1,-1,-1,-1,-1,-1
"Investigator, Genomic Data Scientist",$75K - $140K (Glassdoor est.),"Site Name: USA - Pennsylvania - Upper Providence, GSK House, Stevenage, USA - Massachusetts - Cambridge
Posted Date: Jun 9 2022

We are seeking a genomic data scientist with a track record of supporting innovative, high-quality research by managing and analyzing large volumes of genetic and genomic data and results.
GSK aims to improve the number of successful late stage clinical trials for innovative medicines, by both identifying and advancing drug targets that have strong evidence of a causal role in disease biology. The Human Genetics team leverages major scientific and technological advances, including investment in biobanks linked to large-scale human health databases, cutting-edge informatics platforms, breakthrough understanding of biological pathways, functional genomics capabilities built upon rapid progress in gene editing, and leading industry-academia partnerships, in order to identify the best targets and to continue evaluation of targets through their life in the pipeline.",GSK,3.9,"Cambridge, MA",-1,-1,-1,-1,-1,-1
